Train.Red Export for,100 % Session at 04/02/2026 15:02
-------------------------------------------------------------
Measurement Date,2026-02-04T15:02:03.526534
Type,free
Sport,endurance
Focus,perform
Number of Sensors,2
Samples,14099
Measurement Duration,11:49
Distance,0 m
MSS Avg,1.50
TSI Min,6.60
TSI Max,100.52
TSI Avg,68.23

Muscle states
Rest,07:48
Easy,05:24
Medi,04:02
Hard,02:24
Load,03:58



Sensor 1,Train.Red FYER
-------------------------------------------------------------
Sensor DataType,expertV13
Sensor ID,Train.Red FYER 1104
Mac Address,D3:21:A7:E6:9F:A2
Firmware Version,
Sensor Position,bicepsRight
Initial TSI,82.40
Initial HBDiff,28.16
Initial o2Hb,55.55
Initial HHb,28.75
Tsi Var,12.0
Filter Id,6
MSS Avg,0
TSI Min,6.60
TSI Max,100.52
TSI Avg,71.38


Sensor 2,Train.Red FYER
-------------------------------------------------------------
Sensor DataType,expertV13
Sensor ID,Train.Red FYER 1258
Mac Address,D8:E1:2F:2F:36:F9
Firmware Version,
Sensor Position,bicepsRight
Initial TSI,65.91
Initial HBDiff,32.25
Initial o2Hb,36.73
Initial HHb,4.28
Tsi Var,12.0
Filter Id,6
MSS Avg,3
TSI Min,45.32
TSI Max,71.67
TSI Avg,65.09
,,,Train.Red FYER 1104,,,,,,,,,,Train.Red FYER 1258,,,,,,,,,
Timestamp (seconds passed),Lap/Event,,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered,,SmO2,HBDiff,Muscle state,Muscle trend,SmO2 unfiltered,O2HB unfiltered,HHb unfiltered,THb unfiltered,HBDiff unfiltered
0.06,0,,82.39,28.19,0,2,82.83,29.86,21.03,135.19,35.63,,65.90,32.24,0,2,65.63,-0.79,-0.06,40.16,31.72
0.24,0,,82.40,28.33,0,2,83.75,23.60,18.69,126.59,31.71,,65.90,32.24,0,2,65.66,-0.85,-0.07,40.09,31.67
0.27,0,,82.40,28.33,0,2,83.75,23.60,18.69,126.59,31.71,,65.90,32.23,0,2,65.15,-0.96,-0.03,40.02,31.52
0.37,0,,82.42,28.42,0,2,82.02,23.68,18.08,126.06,32.40,,65.89,32.22,0,2,64.96,-0.88,-0.02,40.11,31.59
0.48,0,,82.46,28.65,0,2,82.36,24.45,19.30,128.05,31.95,,65.88,32.21,0,2,65.56,-0.75,0.00,40.26,31.70
0.57,0,,82.46,28.65,0,2,82.36,24.45,19.30,128.05,31.95,,65.87,32.20,0,2,65.55,-0.75,0.02,40.28,31.68
0.66,0,,82.48,28.77,0,2,83.90,25.52,19.91,129.73,32.41,,65.86,32.18,0,2,65.55,-0.80,-0.03,40.18,31.68
0.78,0,,82.54,29.04,0,2,82.57,27.73,21.01,133.04,33.52,,65.84,32.16,0,2,65.50,-0.84,-0.06,40.11,31.67
0.87,0,,82.54,29.04,0,2,82.57,27.73,21.01,133.04,33.52,,65.83,32.15,0,2,65.55,-0.92,-0.05,40.04,31.58
0.99,0,,82.58,29.35,0,2,80.29,28.80,21.93,135.03,33.67,,65.82,32.13,0,2,65.96,-0.99,-0.10,39.92,31.56
1.08,0,,82.58,29.52,0,2,82.54,29.60,22.23,136.13,34.17,,65.80,32.11,0,2,66.31,-1.09,-0.15,39.77,31.51
1.17,0,,82.58,29.52,0,2,82.54,29.60,22.23,136.13,34.17,,65.80,32.08,0,2,65.64,-1.11,-0.16,39.74,31.50
1.26,0,,82.57,29.70,0,2,81.35,29.91,22.54,136.75,34.17,,65.79,32.06,0,2,64.96,-0.96,-0.16,39.89,31.65
1.38,0,,82.55,30.07,0,2,81.70,29.78,22.55,136.63,34.03,,65.78,32.04,0,2,66.29,-0.93,-0.17,39.91,31.69
1.47,0,,82.55,30.07,0,2,81.70,29.78,22.55,136.63,34.03,,65.77,32.01,0,2,65.65,-0.94,-0.14,39.93,31.65
1.56,0,,82.54,30.27,0,2,82.85,29.33,22.34,135.97,33.79,,65.76,31.99,0,2,65.65,-0.99,-0.11,39.91,31.57
1.74,0,,82.53,30.65,0,2,82.32,28.50,21.36,134.16,33.94,,65.75,31.97,0,2,65.56,-1.15,-0.14,39.72,31.44
1.77,0,,82.52,30.85,0,2,79.95,28.42,21.16,133.88,34.06,,65.75,31.95,0,2,65.92,-1.19,-0.17,39.65,31.43
1.86,0,,82.52,30.85,0,2,79.95,28.42,21.16,133.88,34.06,,65.74,31.92,0,2,65.87,-1.07,-0.18,39.76,31.56
1.98,0,,82.49,31.22,0,2,83.06,27.50,21.03,132.83,33.27,,65.73,31.90,0,2,65.11,-0.89,-0.13,39.99,31.69
2.07,0,,82.48,31.40,0,2,83.79,27.37,21.14,132.81,33.03,,65.73,31.88,0,2,65.46,-0.89,-0.07,40.05,31.63
2.16,0,,82.48,31.40,0,2,83.79,27.37,21.14,132.81,33.03,,65.72,31.85,0,2,65.89,-0.93,-0.14,39.94,31.66
2.28,0,,82.47,31.73,0,2,83.08,28.21,21.73,134.24,33.28,,65.71,31.83,0,2,65.37,-0.92,-0.20,39.89,31.73
2.37,0,,82.47,31.89,0,2,82.70,28.66,22.10,135.06,33.36,,65.71,31.82,0,2,66.19,-1.03,-0.21,39.77,31.63
2.49,0,,82.47,32.03,0,2,83.42,28.70,22.02,135.02,33.48,,65.70,31.80,0,2,65.78,-1.09,-0.25,39.67,31.61
2.58,0,,82.48,32.17,0,2,82.00,28.14,21.65,134.09,33.29,,65.70,31.78,0,2,65.83,-1.14,-0.24,39.63,31.55
2.67,0,,82.48,32.17,0,2,82.00,28.14,21.65,134.09,33.29,,65.70,31.76,0,2,65.84,-1.11,-0.25,39.65,31.59
2.76,0,,82.49,32.30,0,2,85.88,28.41,21.74,134.45,33.47,,65.69,31.75,0,2,65.88,-0.94,-0.24,39.83,31.75
2.88,0,,82.53,32.54,0,2,82.66,28.79,22.07,135.16,33.52,,65.69,31.73,0,2,65.49,-1.01,-0.21,39.79,31.65
2.97,0,,82.55,32.66,0,2,82.59,28.80,22.05,135.15,33.55,,65.69,31.72,0,2,65.96,-1.14,-0.31,39.56,31.62
3.06,0,,82.55,32.66,0,2,82.59,28.80,22.05,135.15,33.55,,65.70,31.71,0,2,66.48,-1.09,-0.41,39.51,31.77
3.24,0,,82.59,32.86,0,2,83.38,29.42,22.56,136.28,33.66,,65.70,31.70,0,2,65.66,-1.15,-0.43,39.43,31.73
3.27,0,,82.61,32.96,0,2,82.33,29.37,22.48,136.15,33.69,,65.70,31.69,0,2,65.86,-1.33,-0.46,39.22,31.58
3.36,0,,82.61,32.96,0,2,82.33,29.37,22.48,136.15,33.69,,65.71,31.68,0,2,66.07,-1.36,-0.54,39.11,31.63
3.48,0,,82.64,33.13,0,2,84.45,29.68,22.91,136.89,33.57,,65.71,31.67,0,2,65.64,-1.30,-0.55,39.16,31.70
3.57,0,,82.66,33.21,0,2,82.60,30.13,22.94,137.37,33.99,,65.72,31.66,0,2,66.46,-1.30,-0.55,39.16,31.70
3.66,0,,82.66,33.21,0,2,82.60,30.13,22.94,137.37,33.99,,65.73,31.65,0,2,65.72,-1.29,-0.62,39.10,31.78
3.78,0,,82.70,33.36,0,2,82.40,29.94,23.05,137.29,33.69,,65.74,31.65,0,2,65.65,-1.32,-0.60,39.09,31.73
3.87,0,,82.72,33.42,0,2,85.06,29.66,22.85,136.81,33.61,,65.74,31.64,0,2,65.34,-1.45,-0.57,38.99,31.57
3.99,0,,82.75,33.48,0,2,84.34,29.88,22.81,136.99,33.87,,65.75,31.64,0,2,65.74,-1.47,-0.63,38.91,31.61
4.08,0,,82.78,33.54,0,2,82.63,29.54,22.57,136.41,33.77,,65.75,31.64,0,2,65.97,-1.41,-0.63,38.97,31.67
4.17,0,,82.78,33.54,0,2,82.63,29.54,22.57,136.41,33.77,,65.75,31.63,0,2,65.68,-1.39,-0.59,39.03,31.65
4.26,0,,82.81,33.59,0,2,84.13,28.83,22.26,135.39,33.37,,65.76,31.63,0,2,66.71,-1.25,-0.57,39.19,31.77
4.38,0,,82.88,33.67,0,2,82.86,28.66,21.68,134.64,33.78,,65.77,31.63,0,2,66.11,-1.25,-0.57,39.19,31.77
4.47,0,,82.91,33.70,0,2,83.44,27.87,21.43,133.60,33.24,,65.78,31.63,0,2,66.39,-1.33,-0.62,39.06,31.74
4.56,0,,82.91,33.70,0,2,83.44,27.87,21.43,133.60,33.24,,65.79,31.63,0,2,66.01,-1.31,-0.66,39.04,31.80
4.74,0,,82.96,33.76,0,2,81.83,27.82,21.24,133.36,33.38,,65.80,31.63,0,2,66.06,-1.42,-0.64,38.95,31.67
4.77,0,,82.96,33.76,0,2,81.83,27.82,21.24,133.36,33.38,,65.81,31.63,0,2,65.83,-1.50,-0.67,38.84,31.62
4.86,0,,82.98,33.78,0,2,83.16,27.43,20.90,132.63,33.33,,65.82,31.63,0,2,66.35,-1.38,-0.73,38.90,31.80
4.98,0,,83.02,33.80,0,2,83.44,27.12,20.87,132.29,33.05,,65.84,31.63,0,2,66.38,-1.21,-0.74,39.06,31.98
5.07,0,,83.04,33.80,0,2,83.69,27.01,20.86,132.17,32.95,,65.85,31.64,0,2,66.50,-1.13,-0.76,39.12,32.08
5.16,0,,83.04,33.80,0,2,83.69,27.01,20.86,132.17,32.95,,65.87,31.64,0,2,66.30,-1.03,-0.90,39.08,32.32
5.28,0,,83.07,33.79,0,2,84.17,25.96,20.47,130.73,32.29,,65.89,31.65,0,2,66.25,-0.89,-1.03,39.09,32.59
5.37,0,,83.09,33.77,0,2,82.26,25.79,20.45,130.54,32.14,,65.91,31.66,0,2,66.30,-0.93,-1.04,39.04,32.56
5.49,0,,83.10,33.75,0,2,84.81,25.49,20.46,130.25,31.83,,65.92,31.68,0,2,66.66,-0.93,-1.08,39.00,32.60
5.58,0,,83.12,33.71,0,2,83.38,25.33,20.41,130.04,31.72,,65.95,31.70,0,2,66.74,-0.75,-1.12,39.14,32.82
5.67,0,,83.12,33.71,0,2,83.38,25.33,20.41,130.04,31.72,,65.97,31.73,0,2,66.35,-0.71,-1.14,39.16,32.88
5.76,0,,83.14,33.67,0,2,83.56,25.32,20.34,129.96,31.78,,65.99,31.76,0,2,66.79,-0.80,-1.16,39.05,32.81
5.88,0,,83.18,33.57,0,2,82.65,24.42,19.92,128.64,31.30,,66.02,31.79,0,2,66.49,-0.87,-1.19,38.95,32.77
5.97,0,,83.20,33.51,0,2,83.01,24.34,19.84,128.48,31.30,,66.04,31.82,0,2,66.11,-0.93,-1.21,38.87,32.73
6.06,0,,83.20,33.51,0,2,83.01,24.34,19.84,128.48,31.30,,66.07,31.86,0,2,66.81,-0.96,-1.26,38.79,32.75
6.24,0,,83.23,33.36,0,2,84.07,24.21,19.58,128.09,31.43,,66.09,31.90,0,2,67.01,-1.03,-1.33,38.65,32.75
6.27,0,,83.24,33.29,0,2,84.10,24.49,19.57,128.36,31.72,,66.12,31.94,0,2,66.56,-1.06,-1.36,38.59,32.75
6.36,0,,83.24,33.29,0,2,84.10,24.49,19.57,128.36,31.72,,66.15,31.98,0,2,66.92,-0.91,-1.37,38.73,32.91
6.48,0,,83.28,33.13,0,2,85.24,23.78,19.42,127.50,31.16,,66.17,32.02,0,2,66.61,-0.86,-1.34,38.81,32.93
6.57,0,,83.31,33.04,0,2,84.32,24.00,19.20,127.50,31.60,,66.20,32.06,0,2,66.13,-0.98,-1.36,38.67,32.83
6.66,0,,83.31,33.04,0,2,84.32,24.00,19.20,127.50,31.60,,66.23,32.10,0,2,67.02,-0.99,-1.40,38.62,32.86
6.78,0,,83.37,32.88,0,2,82.77,23.34,18.80,126.44,31.34,,66.26,32.14,0,2,67.09,-1.01,-1.43,38.57,32.87
6.87,0,,83.40,32.79,0,2,83.16,23.86,18.84,127.00,31.82,,66.28,32.18,0,2,66.32,-1.13,-1.44,38.44,32.76
6.99,0,,83.42,32.71,0,2,83.29,23.66,18.80,126.76,31.66,,66.31,32.22,0,2,66.70,-1.22,-1.46,38.33,32.69
7.08,0,,83.44,32.63,0,2,84.04,23.42,18.53,126.25,31.69,,66.34,32.26,0,2,66.58,-1.22,-1.53,38.26,32.76
7.17,0,,83.44,32.63,0,2,84.04,23.42,18.53,126.25,31.69,,66.36,32.30,0,2,66.32,-1.14,-1.49,38.38,32.80
7.26,0,,83.46,32.56,0,2,83.75,23.47,18.46,126.23,31.81,,66.38,32.34,0,2,66.80,-1.02,-1.47,38.52,32.90
7.38,0,,83.50,32.41,0,2,84.17,22.85,17.95,125.10,31.70,,66.40,32.37,0,2,67.31,-1.01,-1.52,38.48,32.96
7.47,0,,83.52,32.35,0,2,83.45,23.02,17.93,125.25,31.89,,66.43,32.41,0,2,66.68,-1.07,-1.54,38.40,32.92
7.56,0,,83.52,32.35,0,2,83.45,23.02,17.93,125.25,31.89,,66.45,32.44,0,2,66.53,-1.14,-1.56,38.31,32.87
7.74,0,,83.56,32.23,0,2,83.31,23.01,17.69,125.00,32.12,,66.47,32.48,0,2,66.77,-1.21,-1.57,38.23,32.81
7.78,0,,83.57,32.18,0,2,82.46,22.73,17.38,124.41,32.15,,66.50,32.51,0,2,66.83,-1.27,-1.59,38.15,32.77
7.86,0,,83.57,32.18,0,2,82.46,22.73,17.38,124.41,32.15,,66.52,32.54,0,2,66.78,-1.16,-1.62,38.23,32.91
7.98,0,,83.57,32.09,0,2,82.73,22.74,16.97,124.01,32.57,,66.54,32.57,0,2,66.32,-1.04,-1.61,38.36,33.02
8.07,0,,83.57,32.06,0,2,82.83,22.76,16.90,123.96,32.66,,66.55,32.60,0,2,67.19,-1.11,-1.59,38.31,32.93
8.16,0,,83.57,32.06,0,2,82.83,22.76,16.90,123.96,32.66,,66.57,32.62,0,2,66.71,-1.09,-1.62,38.30,32.98
8.28,0,,83.55,32.01,0,2,82.49,22.29,16.67,123.26,32.42,,66.59,32.65,0,2,67.35,-0.99,-1.64,38.38,33.10
8.37,0,,83.53,31.99,0,2,82.89,22.21,16.38,122.89,32.63,,66.61,32.68,0,2,67.06,-1.03,-1.60,38.38,33.02
8.49,0,,83.51,31.98,0,2,81.34,22.30,16.14,122.74,32.96,,66.63,32.70,0,2,66.84,-1.03,-1.59,38.39,33.01
8.58,0,,83.48,31.98,0,2,83.21,22.03,15.92,122.25,32.91,,66.65,32.73,0,2,67.24,-0.90,-1.57,38.54,33.12
8.67,0,,83.48,31.98,0,2,83.21,22.03,15.92,122.25,32.91,,66.67,32.75,0,2,67.49,-0.72,-1.55,38.74,33.28
8.76,0,,83.45,31.98,0,2,82.29,22.14,15.94,122.38,33.00,,66.69,32.78,0,2,66.57,-0.60,-1.59,38.82,33.44
8.88,0,,83.38,32.00,0,2,81.12,21.91,15.77,121.98,32.94,,66.71,32.80,0,2,66.35,-0.65,-1.49,38.87,33.29
8.97,0,,83.34,32.02,0,2,81.29,21.85,15.58,121.73,33.07,,66.73,32.83,0,2,66.57,-0.71,-1.42,38.88,33.16
9.06,0,,83.34,32.02,0,2,81.29,21.85,15.58,121.73,33.07,,66.75,32.86,0,2,67.01,-0.67,-1.50,38.84,33.28
9.24,0,,83.23,32.07,0,2,82.98,21.55,15.42,121.27,32.93,,66.76,32.88,0,2,67.11,-0.63,-1.49,38.89,33.31
9.27,0,,83.17,32.10,0,2,81.49,21.92,15.50,121.72,33.22,,66.77,32.91,0,2,66.96,-0.45,-1.42,39.14,33.42
9.36,0,,83.17,32.10,0,2,81.49,21.92,15.50,121.72,33.22,,66.79,32.93,0,2,67.33,-0.23,-1.39,39.39,33.61
9.48,0,,83.06,32.16,0,2,82.81,22.11,15.56,121.97,33.35,,66.80,32.96,0,2,66.92,-0.22,-1.37,39.42,33.60
9.57,0,,83.00,32.20,0,2,80.94,22.05,15.26,121.61,33.59,,66.82,32.98,0,2,67.15,-0.24,-1.35,39.42,33.56
9.66,0,,83.00,32.20,0,2,80.94,22.05,15.26,121.61,33.59,,66.83,33.01,0,2,67.11,-0.16,-1.34,39.51,33.63
9.78,0,,82.89,32.29,0,2,80.98,21.65,15.01,120.96,33.44,,66.85,33.04,0,2,66.57,-0.13,-1.35,39.53,33.67
9.87,0,,82.82,32.34,0,2,81.14,21.92,15.02,121.24,33.70,,66.86,33.07,0,2,66.67,-0.18,-1.32,39.51,33.59
9.99,0,,82.76,32.39,0,1,81.43,22.04,15.12,121.46,33.72,,66.87,33.10,0,2,67.12,0.03,-1.33,39.71,33.81
10.08,0,,82.69,32.44,0,1,81.02,21.80,15.03,121.13,33.57,,66.88,33.13,0,2,67.14,0.25,-1.30,39.96,34.00
10.17,0,,82.69,32.44,0,1,81.02,21.80,15.03,121.13,33.57,,66.89,33.16,0,1,67.15,0.24,-1.24,40.01,33.93
10.26,0,,82.62,32.49,0,1,80.22,21.78,14.75,120.83,33.83,,66.90,33.20,0,1,67.07,0.34,-1.27,40.08,34.06
10.38,0,,82.47,32.61,0,1,81.76,21.44,14.70,120.44,33.54,,66.91,33.23,0,1,67.07,0.38,-1.22,40.17,34.05
10.47,0,,82.39,32.66,0,1,79.51,21.41,14.70,120.41,33.51,,66.92,33.27,0,1,66.94,0.31,-1.21,40.11,33.97
10.56,0,,82.39,32.66,0,1,79.51,21.41,14.70,120.41,33.51,,66.93,33.30,0,1,66.97,0.33,-1.25,40.09,34.03
10.74,0,,82.23,32.78,1,0,80.24,21.24,14.55,120.09,33.49,,66.94,33.34,0,1,67.35,0.28,-1.20,40.09,33.93
10.77,0,,82.15,32.83,1,0,80.06,21.33,14.40,120.03,33.73,,66.95,33.37,0,1,67.13,0.27,-1.20,40.08,33.92
10.86,0,,82.15,32.83,1,0,80.06,21.33,14.40,120.03,33.73,,66.96,33.41,0,1,67.26,0.50,-1.22,40.29,34.17
10.98,0,,81.98,32.94,1,0,80.92,22.10,15.10,121.50,33.80,,66.97,33.45,0,1,67.50,0.63,-1.22,40.42,34.30
11.07,0,,81.89,32.99,1,0,80.46,22.98,15.42,122.70,34.36,,66.98,33.48,0,1,66.94,0.63,-1.25,40.39,34.33
11.16,0,,81.89,32.99,1,0,80.46,22.98,15.42,122.70,34.36,,67.00,33.52,0,1,67.31,0.68,-1.24,40.45,34.37
11.28,0,,81.73,33.10,1,0,80.34,24.03,16.36,124.69,34.47,,67.01,33.56,0,1,66.89,0.72,-1.23,40.50,34.40
11.37,0,,81.65,33.16,1,0,81.53,24.24,16.35,124.89,34.69,,67.02,33.60,0,1,67.24,0.66,-1.21,40.46,34.32
11.49,0,,81.58,33.22,1,0,81.24,24.42,16.72,125.44,34.50,,67.03,33.64,0,1,67.09,0.62,-1.19,40.44,34.26
11.58,0,,81.51,33.29,1,0,79.84,24.30,16.53,125.13,34.57,,67.04,33.68,0,1,66.39,0.59,-1.23,40.37,34.27
11.73,0,,81.44,33.35,1,0,80.54,24.95,16.51,125.76,35.24,,67.04,33.72,0,1,66.77,0.51,-1.23,40.29,34.19
11.77,0,,81.44,33.35,1,0,80.54,24.95,16.51,125.76,35.24,,67.04,33.76,0,1,67.38,0.66,-1.26,40.41,34.37
11.88,0,,81.30,33.49,1,0,80.86,24.99,17.04,126.33,34.75,,67.05,33.79,0,1,67.49,0.90,-1.28,40.63,34.63
11.97,0,,81.24,33.56,1,0,80.93,24.86,16.89,126.05,34.77,,67.05,33.83,0,1,66.51,0.86,-1.26,40.61,34.57
12.06,0,,81.24,33.56,1,0,80.93,24.86,16.89,126.05,34.77,,67.06,33.87,0,1,67.31,0.80,-1.26,40.55,34.51
12.24,0,,81.12,33.70,2,-1,80.84,23.99,16.48,124.77,34.31,,67.06,33.91,0,1,67.09,0.80,-1.27,40.54,34.52
12.27,0,,81.06,33.77,2,-1,81.13,23.62,16.03,123.95,34.39,,67.06,33.94,0,1,66.40,0.71,-1.32,40.40,34.48
12.36,0,,81.06,33.77,2,-1,81.13,23.62,16.03,123.95,34.39,,67.06,33.98,0,1,67.19,0.62,-1.34,40.29,34.41
12.48,0,,80.96,33.89,2,-1,80.40,23.47,16.00,123.77,34.27,,67.06,34.02,0,1,67.50,0.56,-1.36,40.21,34.37
12.57,0,,80.92,33.95,2,-1,80.12,22.92,15.71,122.93,34.01,,67.07,34.05,0,1,67.44,0.49,-1.42,40.08,34.36
12.66,0,,80.92,33.95,2,-1,80.12,22.92,15.71,122.93,34.01,,67.07,34.08,0,1,67.40,0.48,-1.44,40.05,34.37
12.78,0,,80.82,34.04,2,-1,79.14,22.49,15.18,121.97,34.11,,67.08,34.11,0,1,67.47,0.64,-1.39,40.26,34.48
12.87,0,,80.77,34.08,2,-1,80.10,22.24,15.12,121.66,33.92,,67.09,34.14,0,1,67.41,0.70,-1.38,40.33,34.53
12.99,0,,80.72,34.12,2,-1,79.81,22.18,15.14,121.62,33.84,,67.09,34.17,0,1,67.19,0.66,-1.43,40.24,34.54
13.08,0,,80.67,34.15,2,-1,79.85,22.28,15.18,121.76,33.90,,67.10,34.20,0,1,67.30,0.71,-1.39,40.33,34.55
13.17,0,,80.67,34.15,2,-1,79.85,22.28,15.18,121.76,33.90,,67.11,34.22,0,1,67.34,0.73,-1.35,40.39,34.53
13.26,0,,80.62,34.17,2,-1,80.88,22.06,15.01,121.37,33.85,,67.12,34.25,0,1,66.96,0.74,-1.39,40.36,34.58
13.38,0,,80.54,34.21,2,-1,79.97,21.27,14.64,120.21,33.43,,67.13,34.27,0,1,66.98,0.75,-1.35,40.41,34.55
13.47,0,,80.51,34.22,2,-1,80.29,20.87,14.48,119.65,33.19,,67.13,34.30,0,1,66.62,0.69,-1.30,40.40,34.44
13.56,0,,80.51,34.22,2,-1,80.29,20.87,14.48,119.65,33.19,,67.13,34.32,0,1,67.13,0.81,-1.32,40.50,34.58
13.74,0,,80.44,34.22,2,-1,81.13,20.34,13.76,118.40,33.38,,67.14,34.34,0,1,67.52,1.03,-1.28,40.76,34.76
13.77,0,,80.42,34.21,2,-1,81.39,20.38,13.85,118.53,33.33,,67.14,34.36,0,1,67.47,1.10,-1.22,40.89,34.77
13.86,0,,80.42,34.21,2,-1,81.39,20.38,13.85,118.53,33.33,,67.15,34.38,0,1,67.44,1.09,-1.22,40.88,34.76
13.98,0,,80.39,34.18,2,-1,80.00,20.16,13.70,118.16,33.26,,67.15,34.40,0,1,67.10,1.10,-1.22,40.89,34.77
14.07,0,,80.38,34.16,2,-1,80.83,20.01,13.56,117.87,33.25,,67.16,34.43,0,1,67.04,1.07,-1.21,40.87,34.73
14.16,0,,80.38,34.16,2,-1,80.83,20.01,13.56,117.87,33.25,,67.16,34.45,0,1,67.23,1.04,-1.21,40.84,34.70
14.28,0,,80.36,34.10,2,-1,80.30,19.51,13.28,117.09,33.03,,67.17,34.47,0,1,67.26,1.01,-1.25,40.77,34.71
14.37,0,,80.35,34.07,2,-1,80.69,19.68,13.33,117.31,33.15,,67.17,34.49,0,1,66.97,1.00,-1.27,40.74,34.72
14.49,0,,80.35,34.04,4,-2,80.06,19.53,13.47,117.30,32.86,,67.17,34.51,0,1,68.04,1.18,-1.26,40.93,34.89
14.58,0,,80.34,34.00,4,-2,80.52,19.33,13.14,116.77,32.99,,67.18,34.52,0,1,67.22,1.25,-1.26,41.00,34.96
14.67,0,,80.34,34.00,4,-2,80.52,19.33,13.14,116.77,32.99,,67.19,34.54,0,1,67.40,1.12,-1.25,40.88,34.82
14.76,0,,80.34,33.96,4,-2,80.08,19.39,12.87,116.56,33.32,,67.19,34.56,0,1,67.57,1.13,-1.28,40.86,34.86
14.88,0,,80.32,33.88,4,-2,79.73,18.63,12.84,115.77,32.59,,67.20,34.58,0,1,67.94,1.14,-1.34,40.81,34.93
14.97,0,,80.31,33.83,4,-2,80.30,18.72,12.67,115.69,32.85,,67.22,34.60,0,1,68.01,1.07,-1.38,40.70,34.90
15.06,0,,80.31,33.83,4,-2,80.30,18.72,12.67,115.69,32.85,,67.23,34.62,0,1,67.08,0.97,-1.43,40.55,34.85
15.24,0,,80.29,33.74,4,-2,79.17,18.67,12.82,115.79,32.65,,67.24,34.64,0,1,67.59,0.86,-1.43,40.44,34.74
15.27,0,,80.28,33.70,4,-2,80.63,18.31,12.46,115.07,32.65,,67.26,34.65,0,1,67.45,0.95,-1.46,40.50,34.86
15.36,0,,80.28,33.70,4,-2,80.63,18.31,12.46,115.07,32.65,,67.27,34.67,0,1,67.45,1.01,-1.55,40.47,35.01
15.48,0,,80.26,33.60,4,-2,80.16,17.32,12.03,113.65,32.09,,67.28,34.69,0,1,67.60,0.82,-1.54,40.29,34.81
15.57,0,,80.25,33.54,4,-2,80.27,16.97,11.60,112.87,32.17,,67.30,34.70,0,1,67.28,0.67,-1.49,40.19,34.61
15.66,0,,80.25,33.54,4,-2,80.27,16.97,11.60,112.87,32.17,,67.31,34.71,0,1,67.38,0.60,-1.58,40.03,34.63
15.78,0,,80.23,33.43,4,-2,80.12,17.15,11.72,113.17,32.23,,67.32,34.72,0,1,67.09,0.44,-1.70,39.75,34.59
15.87,0,,80.23,33.37,4,-2,80.00,16.80,11.60,112.70,32.00,,67.33,34.73,0,1,67.70,0.27,-1.75,39.53,34.47
15.99,0,,80.22,33.31,4,-2,79.51,16.62,11.76,112.68,31.66,,67.34,34.74,0,1,67.61,0.30,-1.85,39.46,34.60
16.08,0,,80.21,33.24,4,-2,80.17,16.86,11.69,112.85,31.97,,67.35,34.75,0,1,67.66,0.36,-1.91,39.46,34.72
16.17,0,,80.21,33.24,4,-2,80.17,16.86,11.69,112.85,31.97,,67.36,34.75,0,1,67.70,0.19,-1.89,39.31,34.53
16.27,0,,80.20,33.18,4,-2,79.57,17.03,11.54,112.87,32.29,,67.37,34.75,0,1,68.14,0.15,-1.92,39.24,34.52
16.38,0,,80.17,33.05,4,-2,80.13,17.38,12.19,113.87,31.99,,67.39,34.75,0,1,67.26,0.15,-1.98,39.18,34.58
16.47,0,,80.16,32.99,4,-2,79.44,17.40,12.11,113.81,32.09,,67.40,34.75,0,1,67.48,-0.04,-2.03,38.94,34.44
16.56,0,,80.16,32.99,4,-2,79.44,17.40,12.11,113.81,32.09,,67.41,34.75,0,1,67.78,-0.05,-2.06,38.90,34.46
16.74,0,,80.12,32.87,4,-2,78.34,17.21,12.20,113.71,31.81,,67.43,34.75,0,1,67.79,-0.03,-2.03,38.95,34.45
16.77,0,,80.09,32.81,4,-2,80.58,17.23,11.93,113.46,32.10,,67.44,34.74,0,1,67.85,-0.02,-2.06,38.93,34.49
16.86,0,,80.09,32.81,4,-2,80.58,17.23,11.93,113.46,32.10,,67.45,34.74,0,1,68.06,0.03,-2.14,38.90,34.62
16.98,0,,80.05,32.69,4,-2,81.02,17.10,12.07,113.47,31.83,,67.47,34.73,0,1,67.62,-0.09,-2.13,38.79,34.49
17.07,0,,80.04,32.64,4,-2,80.10,17.17,11.94,113.41,32.03,,67.48,34.72,0,1,67.03,-0.19,-2.10,38.72,34.36
17.16,0,,80.04,32.64,4,-2,80.10,17.17,11.94,113.41,32.03,,67.50,34.72,0,1,67.38,-0.27,-2.09,38.65,34.27
17.28,0,,80.02,32.52,4,-2,79.15,16.58,11.67,112.55,31.71,,67.51,34.71,0,1,67.72,-0.30,-2.11,38.60,34.26
17.37,0,,80.00,32.47,4,-2,79.26,16.70,11.65,112.65,31.85,,67.52,34.69,0,1,67.70,-0.20,-2.16,38.65,34.41
17.49,0,,79.99,32.42,4,-2,79.43,16.37,11.92,112.59,31.25,,67.53,34.68,0,1,67.38,-0.19,-2.12,38.70,34.38
17.58,0,,79.97,32.36,4,-2,80.23,16.47,11.83,112.60,31.44,,67.53,34.67,0,1,68.32,-0.23,-2.08,38.70,34.30
17.67,0,,79.97,32.36,4,-2,80.23,16.47,11.83,112.60,31.44,,67.54,34.66,0,1,67.23,-0.20,-2.13,38.68,34.38
